,number,latitude,longitude,cape,sp,tcw,sshf,slhf,msl,u10,v10,t2m,d2m,ssr,str,ttr,sund,skt,sm,st,tcc,tp,mx2t6,mn2t6,year,month,day,dayofweek,hour,minute,second,t2m_predict,time
1328,1.0,0.0,0.0,1.0000000000000004,0.9999999999999725,-1.0,-1.0,-1.0000000000002036,1.0000000000000275,0.9999999999999977,-1.0,1.0,1.000000000000029,1.0,-1.0000000000000016,1.0,1.0000000000000007,1.0000000000000093,1.0000000000000147,0.9999999999999399,0.9999999999999997,-1.0,1.0000000000000326,-1.0000000000000102,2025,4,11,4,12,0,0,15.709600905351653,2025-04-11 12:00:00
1374,-1.0,0.0,0.0,-0.9999999999999996,-1.0000000000000275,1.0,1.0,0.9999999999997964,-0.9999999999999725,-1.0000000000000024,1.0,-1.0,-0.9999999999999709,-1.0,0.9999999999999984,-1.0,-0.9999999999999994,-0.9999999999999908,-0.9999999999999853,-1.00000000000006,-1.0000000000000004,1.0,-0.9999999999999674,0.9999999999999897,2025,4,11,4,18,0,0,8.57665503535522,2025-04-11 18:00:00
