,number,latitude,longitude,cape,sp,tcw,sshf,slhf,msl,u10,v10,t2m,d2m,ssr,str,ttr,sund,skt,sm,st,tcc,tp,day,hour,month,t2m_predict,time
1328,1.0,0.0,0.0,1.0000000000000004,0.9999999999999725,-1.0,-1.0,-1.0000000000002036,1.0000000000000275,0.9999999999999977,-1.0,1.0,1.000000000000029,1.0,-1.0000000000000016,1.0,1.0000000000000007,1.0000000000000093,1.0000000000000147,0.9999999999999399,0.9999999999999997,-1.0,11,12,4,17.36574901564708,2025-04-11 12:00:00
1374,-1.0,0.0,0.0,-0.9999999999999996,-1.0000000000000275,1.0,1.0,0.9999999999997964,-0.9999999999999725,-1.0000000000000024,1.0,-1.0,-0.9999999999999709,-1.0,0.9999999999999984,-1.0,-0.9999999999999994,-0.9999999999999908,-0.9999999999999853,-1.00000000000006,-1.0000000000000004,1.0,11,18,4,5.98418936042921,2025-04-11 18:00:00
